#Region	Chromosome	Start_position	End_position	Pass_or_flag	Read count	Median coverage	Minimum coverage	Median quality coverage	Minimum quality coverage	Maximum fraction of low mapping quality	Maximum fraction of low base quality
ATRXExon_0960	chrX	76813075	76813186	PASS	198	114	114	114	110	0	0.409
ATRXExon_0961	chrX	76814108	76814219	FLAG	208	66	49	53	48	0	0.39
ATRXExon_0962	chrX	76814189	76814310	FLAG	208	159	159	159	93	0	0.553
ATRXExon_0963	chrX	76814227	76814343	FLAG	208	159	41	158	39	0	0.678
ATRXExon_0965	chrX	76829779	76829890	FLAG	55	55	55	54	51	0	0.073
ATRXExon_0966	chrX	76845269	76845380	FLAG	104	41	41	41	38	0	0.394
ATRXExon_0967	chrX	76845352	76845463	FLAG	104	63	63	63	60	0	0.156
ATRXExon_0968	chrX	76849160	76849276	FLAG	210	46.5	37	38	34	0	0.473
ATRXExon_0969	chrX	76849245	76849366	PASS	210	173	173	173	166	0	0.04
ATRXExon_0970	chrX	76854864	76854985	FLAG	51	21	21	21	0	0	1
ATRXExon_0971	chrX	76854953	76855069	FLAG	51	29	29	29	21	0	0.588
ATRXExon_0972	chrX	76855194	76855305	FLAG	92	92	92	91	1	0	0.989
ATRXExon_0973	chrX	76855877	76855993	FLAG	289	289	82	273.5	77	0	0.713
ATRXExon_0974	chrX	76855952	76856068	FLAG	289	257.5	207	207	83	0	0.713
ATRXExon_0975	chrX	76872070	76872181	FLAG	129	129	24	128	0	0	1
ATRXExon_0976	chrX	76872132	76872243	FLAG	129	129	105	128	25	0	0.806
ATRXExon_0977	chrX	76874242	76874353	FLAG	204	38	38	38	36	0	0.567
ATRXExon_0978	chrX	76874327	76874438	FLAG	264	225	182	204	41	0	0.799
ATRXExon_0979	chrX	76874400	76874511	FLAG	226	215	60	144	58	0	0.509
ATRXExon_0981	chrX	76875961	76876082	FLAG	64	63	63	63	60	0	0.048
ATRXExon_0982	chrX	76888678	76888799	FLAG	64	36	36	36	32	0	0.438
ATRXExon_0983	chrX	76888767	76888878	FLAG	64	27	27	27	25	0	0.5
ATRXExon_0984	chrX	76889019	76889130	FLAG	172	72	64	64	62	0	0.247
ATRXExon_0985	chrX	76889101	76889212	FLAG	172	108	108	108	66	0	0.616
ATRXExon_0986	chrX	76890066	76890177	FLAG	219	219	169	216	50	0	0.772
ATRXExon_0987	chrX	76890117	76890228	FLAG	219	219	50	216	48	0	0.549
ATRXExon_0988	chrX	76891393	76891504	PASS	500	265	265	264	184	0	0.631
ATRXExon_0989	chrX	76891480	76891596	FLAG	500	233	233	233	2	0	0.991
ATRXExon_0990	chrX	76907571	76907682	FLAG	480	380	372	373	43	0	0.885
ATRXExon_0991	chrX	76907652	76907763	PASS	497	124	107	124	103	0	0.735
ATRXExon_0992	chrX	76907753	76907864	FLAG	124	16	13	13	5	0	0.821
ATRXExon_0994	chrX	76909657	76909768	FLAG	171	171	171	170	2	0	0.988
ATRXExon_0995	chrX	76912020	76912131	PASS	373	373	284	366	269	0	0.244
ATRXExon_0996	chrX	76912095	76912206	FLAG	373	104	89	89	87	0	0.711
ATRXExon_0997	chrX	76918843	76918964	PASS	206	127	127	127	119	0	0.139
ATRXExon_0998	chrX	76918956	76919072	FLAG	206	79	79	79	2	0	0.975
ATRXExon_0999	chrX	76920126	76920247	FLAG	61	61	35	60	1	0	0.971
ATRXExon_1000	chrX	76920192	76920303	FLAG	61	61	26	58	0	0	1
ATRXExon_1001	chrX	76931688	76931799	FLAG	19	19	19	19	1	0	0.947
ATRXExon_1002	chrX	76936981	76937092	FLAG	134	14	14	14	0	0	1
ATRXExon_1003	chrX	76937067	76937183	FLAG	318	134	120	133	20	0	0.851
ATRXExon_1004	chrX	76937164	76937275	PASS	305	185	184	185	178	0	0.385
ATRXExon_1006	chrX	76937349	76937460	FLAG	153	96	93	94	91	0	0.15
ATRXExon_1007	chrX	76937432	76937543	FLAG	199	106	59	106	56	0	0.382
ATRXExon_1008	chrX	76937536	76937647	FLAG	203	58	46	47	0	0	1
ATRXExon_1009	chrX	76937636	76937757	FLAG	172	126	97	125	29	0	0.77
ATRXExon_1010	chrX	76937726	76937837	FLAG	150	53	29	53	28	0	0.42
ATRXExon_1011	chrX	76937834	76937955	FLAG	118	53	24	47	0	0	1
ATRXExon_1012	chrX	76937930	76938051	FLAG	129	88	65	87	41	0	0.613
ATRXExon_1013	chrX	76938030	76938151	FLAG	148	83	41	82	39	0	0.453
ATRXExon_1014	chrX	76938139	76938250	FLAG	110	45	42	42	0	0	1
ATRXExon_1015	chrX	76938247	76938363	FLAG	100	58	27	56	26	0	0.574
ATRXExon_1016	chrX	76938333	76938454	FLAG	89	58	31	57	27	0	0.534
ATRXExon_1017	chrX	76938444	76938565	FLAG	92	61	31	58	28	0	0.483
ATRXExon_1018	chrX	76938537	76938648	FLAG	247	61	30	54	28	0	0.811
ATRXExon_1019	chrX	76938643	76938759	FLAG	285	186	186	186	3	0	0.984
ATRXExon_1020	chrX	76938752	76938863	FLAG	277	86	64	84	58	0	0.663
ATRXExon_1021	chrX	76938849	76938960	FLAG	173	86	22	85	21	0	0.455
ATRXExon_1022	chrX	76938944	76939065	FLAG	154	109	84	105	14	0	0.869
ATRXExon_1023	chrX	76939051	76939167	FLAG	184	100	45	96	43	0	0.616
ATRXExon_1024	chrX	76939145	76939266	FLAG	148	100	55	99	41	0	0.59
ATRXExon_1025	chrX	76939247	76939358	FLAG	136	81	48	80	13	0	0.866
ATRXExon_1026	chrX	76939344	76939455	FLAG	306	81	33	81	7	0	0.857
ATRXExon_1027	chrX	76939426	76939547	FLAG	321	258	225	255	12	0	0.949
ATRXExon_1028	chrX	76939536	76939647	FLAG	328	101	62	100	60	0	0.569
ATRXExon_1029	chrX	76939623	76939734	FLAG	315	101	40	101	39	0	0.645
ATRXExon_1030	chrX	76939717	76939833	FLAG	303	253	213	241	48	0	0.81
ATRXExon_1031	chrX	76939818	76939934	FLAG	300	87	50	84	47	0	0.617
ATRXExon_1032	chrX	76939925	76940041	FLAG	148	96	37	88.5	0	0	1
ATRXExon_1033	chrX	76940003	76940114	FLAG	98	70	56	57	39	0	0.602
ATRXExon_1034	chrX	76940396	76940507	FLAG	41	41	41	41	0	0	1
ATRXExon_1035	chrX	76944282	76944393	FLAG	146	61	61	61	56	0	0.197
ATRXExon_1036	chrX	76944390	76944501	FLAG	147	86	86	86	84	0	0.181
ATRXExon_1038	chrX	76949370	76949481	PASS	621	620	620	616	597	0	0.037
ATRXExon_1040	chrX	76952148	76952269	PASS	200	200	200	199	195	0	0.025
STAG2Exon5_1042	chrX	123171346	123171457	FLAG	45	45	36	44	35	0	0.222
STAG2Exon5_1043	chrX	123171386	123171497	FLAG	45	45	9	44	9	0	0.667
STAG2Exon7_1045	chrX	123178979	123179090	FLAG	65	42	42	42	39	0	0.106
STAG2Exon7_1046	chrX	123179061	123179172	FLAG	65	23	23	23	22	0	0.351
STAG2Exon8_1048	chrX	123181194	123181315	FLAG	243	100	100	100	95	0	0.374
STAG2Exon8_1049	chrX	123181299	123181415	FLAG	243	143	143	143	3	0	0.979
STAG2Exon9_1050	chrX	123182823	123182934	FLAG	21	21	21	21	19	0	0.095
STAG2Exon10_1051	chrX	123184029	123184150	FLAG	75	75	51	74	20	0	0.733
STAG2Exon10_1052	chrX	123184088	123184199	FLAG	75	75	19	74	19	0	0.733
STAG2Exon11_1053	chrX	123184946	123185057	FLAG	143	143	98	132	71	0	0.364
STAG2Exon11_1054	chrX	123185004	123185115	FLAG	143	142	44	125	43	0	0.569
STAG2Exon13_1056	chrX	123189943	123190054	FLAG	194	194	66	191	63	0	0.374
STAG2Exon13_1057	chrX	123190001	123190112	PASS	194	194	128	191	125	0	0.345
STAG2Exon14_1059	chrX	123191750	123191861	FLAG	3	3	3	3	3	0	0
STAG2Exon15_1060	chrX	123195061	123195172	FLAG	55	20	18	19	17	0	0.28
STAG2Exon15_1061	chrX	123195142	123195253	FLAG	54	36	36	36	33	0	0.209
STAG2Exon16_1062	chrX	123195586	123195697	FLAG	147	146	90	127	59	0	0.397
STAG2Exon16_1063	chrX	123195647	123195758	FLAG	147	142	58	109	55	0	0.456
STAG2Exon17_1065	chrX	123196782	123196893	FLAG	86	86	85	85	81	0	0.058
STAG2Exon19_1067	chrX	123197677	123197788	FLAG	86	49	49	49	37	0	0.57
STAG2Exon19_1068	chrX	123197758	123197874	FLAG	112	60	34	60	33	0	0.424
STAG2Exon19_1069	chrX	123197864	123197975	FLAG	60	26	26	26	25	0	0.182
STAG2Exon20_1070	chrX	123199698	123199809	FLAG	60	60	60	60	59	0	0.017
STAG2Exon23_1074	chrX	123202430	123202541	FLAG	20	20	20	20	18	0	0.1
STAG2Exon24_1075	chrX	123204987	123205103	FLAG	181	92	92	92	89	0	0.459
STAG2Exon24_1076	chrX	123205076	123205197	FLAG	181	89	89	89	86	0	0.226
STAG2Exon25_1077	chrX	123210168	123210279	PASS	345	178	178	178	172	0	0.328
STAG2Exon25_1078	chrX	123210248	123210364	PASS	345	167	167	167	161	0	0.237
STAG2Exon26_1079	chrX	123211773	123211884	FLAG	172	76	76	76	74	0	0.479
STAG2Exon26_1080	chrX	123211863	123211974	FLAG	172	96	95	96	5	0	0.948
STAG2Exon27_1081	chrX	123215200	123215311	FLAG	80	26	26	26	25	0	0.341
STAG2Exon27_1082	chrX	123215295	123215406	FLAG	80	54	54	54	28	0	0.65
STAG2Exon28_1083	chrX	123217265	123217376	FLAG	192	192	94	189	92	0	0.497
STAG2Exon28_1084	chrX	123217325	123217436	FLAG	192	192	98	189	93	0	0.495
STAG2Exon29_1085	chrX	123220371	123220487	FLAG	164	68	68	68	48	0	0.7
STAG2Exon29_1086	chrX	123220458	123220579	FLAG	253	164	96	164	93	0	0.246
STAG2Exon29_1087	chrX	123220555	123220676	FLAG	184	89	89	89	85	0	0.473
STAG2Exon30_1088	chrX	123224408	123224529	FLAG	150	87	87	87	56	0	0.619
STAG2Exon30_1089	chrX	123224518	123224629	FLAG	150	63	63	63	59	0	0.344
PHF6_exon2_0009	chrX	133511596	133511712	PASS	379	204	204	204	199	0	0.332
PHF6Exon2_1090	chrX	133511596	133511712	PASS	379	204	204	204	199	0	0.332
PHF6Exon2_1091	chrX	133511680	133511796	PASS	379	192	173	175	168	0	0.272
PHF6_exon2_0010	chrX	133511680	133511796	PASS	379	192	173	175	168	0	0.272
PHF6Exon3_1092	chrX	133512022	133512133	FLAG	247	131	131	131	6	0	0.957
PHF6Exon3_1093	chrX	133512129	133512240	PASS	247	116	116	116	112	0	0.176
PHF6Exon4_1094	chrX	133527500	133527611	FLAG	139	101	101	101	96	0	0.134
PHF6Exon4_1095	chrX	133527608	133527719	FLAG	139	38	38	38	0	0	1
PHF6Exon5_1096	chrX	133527882	133527993	FLAG	20	20	20	20	0	0	1
PHF6Exon6_1097	chrX	133547499	133547620	FLAG	271	96	96	96	91	0	0.576
PHF6Exon6_1098	chrX	133547591	133547702	FLAG	275	179	175	178	6	0	0.966
PHF6Exon7_1099	chrX	133547844	133547960	FLAG	137	82	82	82	78	0	0.234
PHF6Exon7_1100	chrX	133547944	133548055	FLAG	137	55	55	55	53	0	0.453
PHF6Exon9_1103	chrX	133551170	133551281	FLAG	280	278	264	272	8	0	0.97
PHF6Exon9_1104	chrX	133551236	133551357	FLAG	280	267	16	166	0	0	1
